Tue Jun 29 17:50:58 2021    profile.out

         889378 function calls (833697 primitive calls) in 55.045 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       80    0.009    0.000    0.015    0.000 ipaddress.py:1125(_parse_octet)
      127    0.009    0.000    0.014    0.000 __init__.py:2810(__getattr__)
      103    0.009    0.000    0.016    0.000 ssl.py:140(<lambda>)
       47    0.009    0.000    0.085    0.002 posixpath.py:376(abspath)
      116    0.009    0.000    0.017    0.000 _weakrefset.py:26(__exit__)
       42    0.009    0.000    0.050    0.001 __init__.py:2865(insert_on)
      333    0.009    0.000    0.012    0.000 typing.py:974(<genexpr>)
      237    0.009    0.000    0.009    0.000 {method 'FindMessageTypeByName' of 'google.protobuf.pyext._message.DescriptorPool' objects}
       38    0.009    0.000    0.009    0.000 {built-in method _ctypes.dlopen}
       36    0.009    0.000    0.144    0.004 _file_system.py:34(pycryptodome_filename)
      208    0.009    0.000    0.009    0.000 {method 'replace' of 'str' objects}
      269    0.009    0.000    0.009    0.000 {method 'items' of 'collections.OrderedDict' objects}
      103    0.008    0.000    0.013    0.000 ssl.py:135(<lambda>)
       80    0.008    0.000    0.023    0.000 registry.py:187(__hash__)
      255    0.008    0.000    0.008    0.000 {built-in method _stat.S_ISDIR}
       43    0.008    0.000    0.032    0.001 ntpath.py:67(isabs)
      234    0.008    0.000    0.008    0.000 version.py:490(<lambda>)
       42    0.008    0.000    0.288    0.007 __init__.py:2288(fixup_namespace_packages)
       99    0.008    0.000    0.089    0.001 _signatures.py:778(<listcomp>)
      339    0.008    0.000    0.008    0.000 pyparsing.py:2159(streamline)
      136    0.008    0.000    0.035    0.000 abc.py:180(__instancecheck__)
        1    0.008    0.008    0.866    0.866 operator.py:14(<dictcomp>)
       27    0.008    0.000    0.013    0.000 {method 'sort' of 'list' objects}
       38    0.008    0.000    0.019    0.001 posixpath.py:104(split)
      162    0.008    0.000    0.011    0.000 pyparsing.py:1351(preParse)
      351    0.008    0.000    0.008    0.000 nodes.py:268(lift_child)
       19    0.008    0.000    0.046    0.002 ipaddress.py:1460(__init__)
      180    0.008    0.000    0.017    0.000 enum.py:874(_power_of_two)
      131    0.008    0.000    0.012    0.000 _weakrefset.py:81(add)
    33/32    0.008    0.000    1.910    0.060 {built-in method _imp.exec_dynamic}
      230    0.008    0.000    0.008    0.000 sre_compile.py:378(<listcomp>)
       43    0.008    0.000    0.016    0.000 ntpath.py:122(splitdrive)
       78    0.008    0.000    0.026    0.000 linecache.py:15(getline)
        2    0.007    0.004    0.007    0.004 {built-in method _posixsubprocess.fork_exec}
      132    0.007    0.000    0.007    0.000 six.py:87(__init__)
      185    0.007    0.000    0.007    0.000 block.py:291(__init__)
       66    0.007    0.000    0.035    0.001 <frozen importlib._bootstrap_external>:1281(_fill_cache)
    61/11    0.007    0.000    0.338    0.031 pyparsing.py:3288(leaveWhitespace)
      163    0.007    0.000    0.011    0.000 grammar.py:346(visit_label)
      103    0.007    0.000    0.011    0.000 ssl.py:145(<lambda>)
      104    0.007    0.000    0.036    0.000 traceback.py:283(line)
      170    0.007    0.000    0.018    0.000 pyparsing.py:3439(<genexpr>)
       43    0.007    0.000    0.083    0.002 __init__.py:1472(_fn)
      158    0.007    0.000    0.330    0.002 typing.py:133(__new__)
    117/2    0.007    0.000   31.120   15.560 {built-in method builtins.__import__}
       26    0.007    0.000    0.245    0.009 typing.py:732(__new__)
      233    0.007    0.000    0.007    0.000 {method 'setdefault' of 'dict' objects}
      290    0.007    0.000    0.007    0.000 version.py:76(<lambda>)
       47    0.007    0.000    0.012    0.000 warnings.py:159(_add_filter)
  142/110    0.007    0.000    0.063    0.001 typing.py:1083(_subs_tree)
       84    0.007    0.000    0.175    0.002 __init__.py:1312(safe_version)
      230    0.007    0.000    0.007    0.000 {method 'translate' of 'bytearray' objects}
       61    0.007    0.000    0.241    0.004 pyparsing.py:3292(<listcomp>)
       97    0.007    0.000    0.016    0.000 pyparsing.py:4781(<genexpr>)
      189    0.007    0.000    0.007    0.000 status_codes.py:115(<genexpr>)
       65    0.007    0.000    0.075    0.001 <frozen importlib._bootstrap_external>:1067(_path_hooks)
      166    0.007    0.000    0.052    0.000 typing.py:342(_type_vars)
       78    0.007    0.000    0.009    0.000 linecache.py:147(lazycache)
       88    0.007    0.000    0.010    0.000 six.py:141(__init__)
       16    0.007    0.000    2.605    0.163 __init__.py:596(add_entry)
      100    0.006    0.000    0.081    0.001 _signatures.py:769(check_required_args)
       43    0.006    0.000    0.056    0.001 __init__.py:1478(_validate_resource_path)
       66    0.006    0.000    0.069    0.001 <frozen importlib._bootstrap_external>:1322(path_hook_for_FileFinder)
       87    0.006    0.000    0.011    0.000 expressions.py:302(__init__)
       18    0.006    0.000    0.211    0.012 _raw_api.py:278(load_pycryptodome_raw_lib)
      195    0.006    0.000    0.006    0.000 pyparsing.py:3392(<genexpr>)
       93    0.006    0.000    0.016    0.000 sre_compile.py:441(_get_charset_prefix)
      116    0.006    0.000    0.010    0.000 _weakrefset.py:20(__enter__)
       84    0.006    0.000    0.205    0.002 __init__.py:2563(__init__)
      144    0.006    0.000    0.010    0.000 enum.py:822(_high_bit)
      120    0.006    0.000    0.010    0.000 pyparsing.py:2368(__init__)
       57    0.006    0.000    0.011    0.000 pyparsing.py:2707(parseImpl)
        1    0.006    0.006    0.039    0.039 opcode.py:5(<module>)
      102    0.006    0.000    0.006    0.000 abi.py:59(<genexpr>)
       42    0.006    0.000    0.494    0.012 __init__.py:2774(activate)
       43    0.006    0.000    0.502    0.012 __init__.py:3269(<genexpr>)
      189    0.006    0.000    0.006    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.006    0.006   30.249   30.249 contract.py:1(<module>)
   110/28    0.006    0.000    0.036    0.001 {method 'join' of 'bytes' objects}
      134    0.006    0.000    0.006    0.000 six.py:88(__init__)
      147    0.006    0.000    0.006    0.000 {built-in method _sre.compile}
       51    0.006    0.000    0.014    0.000 pyparsing.py:663(__iadd__)
       40    0.006    0.000    0.007    0.000 warnings.py:468(__exit__)
      230    0.006    0.000    0.006    0.000 nodes.py:65(text)
      127    0.006    0.000    0.008    0.000 typing.py:866(_make_subclasshook)
        1    0.006    0.006    0.015    0.015 hmac.py:4(<module>)
       89    0.006    0.000    0.025    0.000 __init__.py:1304(safe_name)
    37/20    0.006    0.000    0.062    0.003 functoolz.py:880(has_keywords)
       61    0.006    0.000    0.305    0.005 <frozen importlib._bootstrap>:861(_find_spec_legacy)
        1    0.005    0.005    0.055    0.055 balance_contract_pb2.py:4(<module>)
       43    0.005    0.000    0.116    0.003 __init__.py:2763(_get_metadata)
       32    0.005    0.000    0.014    0.000 pyparsing.py:2813(parseImpl)
       28    0.005    0.000    0.014    0.000 ipaddress.py:1614(_ip_int_from_string)
       78    0.005    0.000    0.015    0.000 linecache.py:37(getlines)
        3    0.005    0.002    0.005    0.002 {method 'read' of '_io.BufferedReader' objects}
       96    0.005    0.000    0.008    0.000 der.py:125(<listcomp>)
       46    0.005    0.000    0.019    0.000 warnings.py:143(simplefilter)
        1    0.005    0.005    0.009    0.009 quoprimime.py:27(<module>)
       69    0.005    0.000    0.012    0.000 pyparsing.py:2412(__init__)
      190    0.005    0.000    0.006    0.000 typing.py:651(<genexpr>)
       42    0.005    0.000    0.009    0.000 pyparsing.py:420(__setitem__)
      188    0.005    0.000    0.005    0.000 pyparsing.py:2656(<genexpr>)
       25    0.005    0.000    0.271    0.011 typing.py:790(__getitem__)
       74    0.005    0.000    0.007    0.000 pyparsing.py:411(__getitem__)
       38    0.005    0.000    0.024    0.001 __init__.py:327(__init__)
      173    0.005    0.000    0.005    0.000 version.py:461(_parse_local_version)
       73    0.005    0.000    0.008    0.000 signal.py:10(<lambda>)
       47    0.005    0.000    0.007    0.000 ipaddress.py:158(_split_optional_netmask)
        1    0.005    0.005    0.087    0.087 dis.py:1(<module>)
      257    0.005    0.000    0.005    0.000 typing.py:984(<genexpr>)
       22    0.005    0.000    0.179    0.008 expressions.py:266(__init__)
       71    0.005    0.000    0.016    0.000 <frozen importlib._bootstrap_external>:99(_path_isdir)
      118    0.005    0.000    0.005    0.000 opcode.py:39(def_op)
    87/79    0.005    0.000    0.044    0.001 pyparsing.py:3576(__str__)
       10    0.005    0.000    0.017    0.002 __init__.py:251(__init__)
       44    0.005    0.000    0.009    0.000 six.py:103(__init__)
       42    0.005    0.000    0.099    0.002 __init__.py:1396(has_metadata)
        1    0.005    0.005    0.023    0.023 smart_contract_pb2.py:4(<module>)
      103    0.005    0.000    0.008    0.000 ssl.py:150(<lambda>)
      127    0.005    0.000    0.007    0.000 typing.py:518(_get_type_vars)
      170    0.005    0.000    0.006    0.000 typing.py:931(<genexpr>)
      157    0.005    0.000    0.005    0.000 block.py:360(__init__)
       11    0.005    0.000    0.041    0.004 typing.py:875(__extrahook__)
       38    0.005    0.000    0.017    0.000 ast.py:40(literal_eval)
       44    0.005    0.000    0.005    0.000 {built-in method builtins.compile}
      170    0.005    0.000    0.005    0.000 pyparsing.py:2061(setWhitespaceChars)
        1    0.005    0.005    0.018    0.018 asset_issue_contract_pb2.py:4(<module>)
      127    0.005    0.000    0.005    0.000 {built-in method _warnings._filters_mutated}
       69    0.005    0.000    0.024    0.000 status_codes.py:120(<genexpr>)
        3    0.005    0.002    0.005    0.002 decoder.py:334(decode)
        4    0.004    0.001    0.020    0.005 utils.py:1(<module>)
      160    0.004    0.000    0.004    0.000 pyparsing.py:1366(postParse)
       38    0.004    0.000    0.027    0.001 grammar.py:373(visit_spaceless_literal)
       60    0.004    0.000    0.008    0.000 typing.py:168(__new__)
        1    0.004    0.004    1.721    1.721 pyparsing.py:75(<module>)
        1    0.004    0.004    0.894    0.894 pyparsing.py:5399(pyparsing_common)
       39    0.004    0.000    0.007    0.000 sre_parse.py:257(getwhile)
       55    0.004    0.000    0.007    0.000 typing.py:654(_check_generic)
      102    0.004    0.000    0.004    0.000 typing.py:896(_no_slots_copy)
       96    0.004    0.000    0.032    0.000 der.py:106(<genexpr>)
    77/62    0.004    0.000    0.027    0.000 pyparsing.py:3434(__str__)
        1    0.004    0.004    0.019    0.019 shield_contract_pb2.py:4(<module>)
       48    0.004    0.000    0.042    0.001 pyparsing.py:1948(__or__)
      151    0.004    0.000    0.007    0.000 typing.py:1025(_abc_negative_cache)
       26    0.004    0.000    2.338    0.090 pyparsing.py:2779(__init__)
       52    0.004    0.000    0.006    0.000 pyparsing.py:2826(__str__)
      162    0.004    0.000    0.004    0.000 enum.py:630(<lambda>)
       96    0.004    0.000    0.008    0.000 six.py:627(b)
       35    0.004    0.000    0.007    0.000 datetime.py:262(_check_int_field)
    73/18    0.004    0.000    0.091    0.005 typing.py:1145(__subclasscheck__)
      116    0.004    0.000    0.004    0.000 _weakrefset.py:52(_commit_removals)
       57    0.004    0.000    0.007    0.000 __init__.py:19(__new__)
       94    0.004    0.000    0.004    0.000 pyparsing.py:4890(<genexpr>)
       20    0.004    0.000    0.016    0.001 __init__.py:564(format)
      147    0.004    0.000    0.004    0.000 sre_parse.py:76(__init__)
        1    0.004    0.004    0.008    0.008 fields.py:74(<dictcomp>)
        3    0.004    0.001    2.015    0.672 __init__.py:25(<module>)
       45    0.004    0.000    0.004    0.000 {built-in method builtins.divmod}
        1    0.004    0.004    0.388    0.388 typing.py:1(<module>)
       91    0.004    0.000    0.020    0.000 typing.py:800(<genexpr>)
        3    0.004    0.001    0.111    0.037 grammar.py:427(visit_rules)
       39    0.004    0.000    0.123    0.003 <frozen importlib._bootstrap_external>:413(_find_module_shim)
       36    0.004    0.000    0.059    0.002 _raw_api.py:168(load_lib)
       43    0.004    0.000    0.087    0.002 __init__.py:1393(_get_metadata_path)
      128    0.004    0.000    0.004    0.000 {built-in method _imp.is_builtin}
      136    0.004    0.000    0.004    0.000 {method 'issuperset' of 'frozenset' objects}
      112    0.004    0.000    0.005    0.000 {built-in method builtins.next}
      112    0.004    0.000    0.004    0.000 enum.py:599(value)
      256    0.004    0.000    0.004    0.000 {built-in method _struct.pack}
       18    0.004    0.000    0.007    0.000 os.py:794(fsencode)
       48    0.004    0.000    0.035    0.001 pyparsing.py:3540(__init__)
       20    0.004    0.000    0.042    0.002 __init__.py:852(handle)
       20    0.004    0.000    0.033    0.002 __init__.py:982(emit)
       48    0.004    0.000    0.626    0.013 tokenize.py:492(_tokenize)
       68    0.004    0.000    0.020    0.000 status_codes.py:114(doc)
       41    0.004    0.000    0.006    0.000 __init__.py:24(_module_matches_namespace)
       97    0.004    0.000    0.004    0.000 {method 'items' of 'mappingproxy' objects}
       19    0.004    0.000    0.019    0.001 enum.py:114(__prepare__)
       13    0.004    0.000    0.707    0.054 enum.py:604(_convert)
        1    0.004    0.004    0.004    0.004 {method 'read' of '_io.TextIOWrapper' objects}
       40    0.004    0.000    0.005    0.000 warnings.py:449(__enter__)
      111    0.004    0.000    0.004    0.000 {built-in method sys._getframe}
      144    0.004    0.000    0.004    0.000 {method 'bit_length' of 'int' objects}
      151    0.004    0.000    0.006    0.000 typing.py:1039(_abc_negative_cache_version)
      170    0.004    0.000    0.004    0.000 {method 'upper' of 'str' objects}
      151    0.004    0.000    0.004    0.000 expressions.py:99(__init__)
      144    0.004    0.000    0.004    0.000 {method 'insert' of 'list' objects}
       44    0.004    0.000    0.007    0.000 genericpath.py:16(exists)
    42/24    0.004    0.000    0.156    0.006 pyparsing.py:3547(parseImpl)
    36/11    0.004    0.000    0.418    0.038 pyparsing.py:3743(leaveWhitespace)
        1    0.004    0.004    0.007    0.007 text_encoding.py:45(<listcomp>)
      120    0.004    0.000    0.004    0.000 {method 'remove' of 'set' objects}
    33/32    0.003    0.000    1.916    0.060 <frozen importlib._bootstrap_external>:927(exec_module)
        1    0.003    0.003    0.009    0.009 trans_reparse.py:69(TransParser)
       46    0.003    0.000    0.005    0.000 six.py:105(__init__)
       40    0.003    0.000    0.005    0.000 __init__.py:809(acquire)
    54/40    0.003    0.000    0.122    0.003 pyparsing.py:3737(parseImpl)
       26    0.003    0.000    0.082    0.003 traceback.py:200(extract_stack)
       51    0.003    0.000    0.003    0.000 six.py:173(_add_module)
       15    0.003    0.000    0.008    0.001 pyparsing.py:4565(_escapeRegexRangeChars)
      128    0.003    0.000    0.003    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
